opened,closed,side,entry_type,entry,exit,amount,leverage,gross_pnl,net_pnl,fees,reason,sentiment
2024-05-08 20:00:00+00:00,2024-05-09 20:00:00+00:00,short,squeeze_breakout,61193.03,63074.01,0.017803464261237866,0.6366377565920839,-33.48796020610326,-34.61089608895122,2.2123838054898166,stop_loss,61.11573745169963
2024-05-13 20:00:00+00:00,2024-05-15 12:00:00+00:00,short,mean_reversion,62940.08,64725.11,0.01965578231373539,0.7383455904779722,-35.08616110348706,-36.35838377587964,2.509359183681668,stop_loss,76.31428863963957
2024-06-11 04:00:00+00:00,2024-06-12 08:00:00+00:00,short,squeeze_breakout,67570.18,67778.43,0.029547107885937493,1.218898847565251,-6.153185217246483,-8.155841800795944,3.999159981881678,stop_loss,56.37371612677677
2024-06-18 12:00:00+00:00,2024-06-20 08:00:00+00:00,short,squeeze_breakout,64706.0,66169.85,0.01960587335782075,0.7793428764875878,-28.70005771484602,-29.997375414052016,2.565935340697145,stop_loss,40.31395455331769
2024-06-21 08:00:00+00:00,2024-06-24 08:00:00+00:00,short,squeeze_breakout,63770.0,61291.95,0.02289752703851246,0.9145883594306236,56.741216877785874,55.33778279541772,2.8636093816140935,trend_reversal,37.1973575124162
2024-06-24 16:00:00+00:00,2024-06-25 00:00:00+00:00,short,squeeze_breakout,59306.72,61302.59,0.02451312024445997,0.8808645116116232,-48.92500130231021,-50.427719062277035,2.9565105186313483,stop_loss,30.619693417208396
2024-06-28 16:00:00+00:00,2024-06-30 12:00:00+00:00,short,squeeze_breakout,60123.73,61717.9,0.021882100696892018,0.8230248648225839,-34.88378846796431,-36.23430577056502,2.6661508167334595,stop_loss,53.37469494610524
2024-07-01 08:00:00+00:00,2024-07-02 04:00:00+00:00,short,mean_reversion,62662.09,62629.99,0.04752475142603205,1.9077706593597772,1.5255445207755596,-1.4509301857893129,5.954474957650521,trend_reversal,65.64579421069134
2024-07-03 08:00:00+00:00,2024-07-05 00:00:00+00:00,short,squeeze_breakout,60386.01,55227.99,0.02093943689098285,0.8123379247721488,108.00603427242744,106.84959126120661,2.420892056714091,trend_reversal,52.04582643708338
2024-07-15 00:00:00+00:00,2024-07-15 20:00:00+00:00,long,squeeze_breakout,62647.87,64724.14,0.020011290150037855,0.7542470774189444,41.54884139981903,40.25362785456736,2.548878249103523,trend_reversal,65.75147747938458
2024-07-19 16:00:00+00:00,2024-07-23 04:00:00+00:00,long,squeeze_breakout,67157.26,66576.0,0.016932741140274276,0.6684670928770909,-9.842325115195736,-10.969639289350637,2.264470673424996,stop_loss,70.0
2024-07-25 12:00:00+00:00,2024-07-26 12:00:00+00:00,long,mean_reversion,64790.88,67560.01,0.029489711984984422,1.131217389677687,81.66084614897983,79.66852091237716,3.902989627056355,take_profit,69.31221681609163
2024-07-30 20:00:00+00:00,2024-07-31 16:00:00+00:00,long,mean_reversion,66188.0,65256.83,0.028074735631908803,1.0517429205027404,-26.142351578364472,-27.97441982879089,3.6902788524311956,trend_reversal,72.11210136310694
2024-08-01 12:00:00+00:00,2024-08-01 20:00:00+00:00,short,squeeze_breakout,62906.6,65354.02,0.01690736686402969,0.6123258850538912,-41.37942781036352,-42.48439220254265,2.1685493565479037,stop_loss,50.07874088645096
2024-08-02 20:00:00+00:00,2024-08-05 00:00:00+00:00,short,squeeze_breakout,61498.33,53890.87,0.011379838684104287,0.41327300951561746,86.57166759577599,85.95839818862996,1.3131104818878465,trend_reversal,38.697699573962886
2024-08-09 04:00:00+00:00,2024-08-10 20:00:00+00:00,short,mean_reversion,60863.57,60923.51,0.019925865697677358,0.6818350789508847,-1.1943563899188272,-2.4083100680099307,2.4267129997922883,trend_reversal,43.53534594722828
2024-08-27 20:00:00+00:00,2024-08-29 12:00:00+00:00,short,squeeze_breakout,59415.0,60779.99,0.018607883324495495,0.6228491072952886,-25.399574659103067,-26.53056162148707,2.236574350108903,stop_loss,57.12617998462544
2024-09-04 00:00:00+00:00,2024-09-09 12:00:00+00:00,short,squeeze_breakout,56653.98,55386.0,0.018444641233676413,0.5980055717446957,23.387436191477075,22.365861292108672,2.0665372349282807,stop_loss,50.35297053564487
2024-09-10 00:00:00+00:00,2024-09-10 16:00:00+00:00,short,mean_reversion,56524.74,57952.01,0.036550591982838554,1.1680747689375561,-52.16756341934613,-54.28574369144151,4.184192980771414,stop_loss,55.69458078205295
2024-09-10 20:00:00+00:00,2024-09-11 20:00:00+00:00,short,mean_reversion,57635.99,57338.0,0.03100797070117427,1.0436781011539,9.240065189242857,7.462130165178927,3.565110113317104,trend_reversal,60.13891427074394
2024-10-01 20:00:00+00:00,2024-10-02 00:00:00+00:00,short,squeeze_breakout,60805.78,61750.47,0.01807684027753273,0.6397789545358207,-17.077010241782435,-18.193263625035012,2.2154297562633705,trend_reversal,65.44708192551677
2024-10-09 20:00:00+00:00,2024-10-11 12:00:00+00:00,short,squeeze_breakout,60636.02,62259.05,0.021294479139102665,0.7600893586235546,-34.56157847713793,-35.88735251858328,2.6169865044135614,stop_loss,52.27442988274644
2024-10-14 04:00:00+00:00,2024-10-21 08:00:00+00:00,long,squeeze_breakout,64620.87,68238.01,0.025472942238830447,0.9906704905323196,92.13919828976296,90.40097540254023,3.384306576155706,stop_loss,74.69467619143725
2024-11-06 00:00:00+00:00,2024-11-10 20:00:00+00:00,long,squeeze_breakout,74348.53,80370.01,0.012434170072356508,0.5281614301081814,74.87210640729322,73.87277203423622,1.9237966397066932,trend_reversal,70.0
2024-11-11 00:00:00+00:00,2024-11-11 08:00:00+00:00,long,squeeze_breakout,81612.23,82134.0,0.015658514969937806,0.7008908396056848,8.170143355864512,6.884046887323641,2.5640227937258793,trend_reversal,70.0
2024-11-11 12:00:00+00:00,2024-11-11 16:00:00+00:00,long,squeeze_breakout,84059.54,86102.21,0.012830593468585364,0.589718879285462,26.208668360475432,25.103925907218667,2.1832762381530557,trend_reversal,70.0
2024-11-11 20:00:00+00:00,2024-11-12 00:00:00+00:00,long,squeeze_breakout,88647.99,88047.46,0.010130367428550328,0.48466022443038126,-6.083589551867317,-6.975542672817905,1.7899898314530434,trend_reversal,70.0
2024-11-26 00:00:00+00:00,2024-11-26 08:00:00+00:00,long,mean_reversion,94464.0,92356.85,0.019251765755051484,0.985665510695527,-40.56635821075662,-42.344390652831045,3.59663124235961,stop_loss,63.888729359282266
